day,temp,salt,cond,od
d3,roomtemp,46,fucus,0.5318999886512756
d3,roomtemp,46,blank,0.04149999842047691
d3,roomtemp,16,nahant,0.4357999861240387
d3,roomtemp,16,blank,0.040800001472234726
d3,roomtemp,16,fucus,0.5189999938011169
d3,roomtemp,16,blank,0.0414000004529953
d3,roomtemp,31,nahant,0.7386000156402588
d3,roomtemp,31,blank,0.04089999943971634
d3,roomtemp,31,fucus,0.5839999914169312
d3,roomtemp,31,blank,0.041200000792741776
d3,roomtemp,46,nahant,0.4584999978542328
d3,roomtemp,46,blank,0.04170000180602074
d3,roomtemp,46,fucus,0.5622000098228455
d3,roomtemp,46,blank,0.040800001472234726
d3,roomtemp,16,nahant,0.5252000093460083
d3,roomtemp,16,blank,0.040800001472234726
d3,roomtemp,16,fucus,0.5188999772071838
d3,roomtemp,16,blank,0.040800001472234726
d3,roomtemp,31,nahant,0.41260001063346863
d3,roomtemp,31,blank,0.041600000113248825
d3,roomtemp,31,fucus,0.508400022983551
d3,roomtemp,31,blank,0.041099999099969864
d3,roomtemp,46,nahant,0.4666999876499176
d3,roomtemp,46,blank,0.04190000146627426
d3,roomtemp,46,fucus,0.6039000153541565
d3,roomtemp,46,blank,0.041099999099969864
d3,roomtemp,16,nahant,0.34880000352859497
d3,roomtemp,16,blank,0.04259999841451645
d3,roomtemp,16,blank,0.04190000146627426
d3,roomtemp,16,blank,0.04039999842643738
d3,roomtemp,31,nahant,0.367000013589859
d3,roomtemp,31,blank,0.04050000011920929
d3,roomtemp,31,blank,0.04050000011920929
d3,roomtemp,31,blank,0.04050000011920929
d3,roomtemp,46,nahant,0.647599995136261
d3,roomtemp,46,blank,0.041999999433755875
d3,roomtemp,46,blank,0.04179999977350235
d3,roomtemp,46,blank,0.0414000004529953
d4,15C,16,blank,0.0406000018119812
d4,15C,16,blank,0.04149999842047691
d4,15C,16,charles,0.4814999997615814
d4,15C,16,blank,0.041600000113248825
d4,15C,31,blank,0.041200000792741776
d4,15C,31,blank,0.041200000792741776
d4,15C,31,charles,0.47279998660087585
d4,15C,31,blank,0.04100000113248825
d4,15C,46,blank,0.04179999977350235
d4,15C,46,blank,0.04190000146627426
d4,15C,46,charles,0.5159000158309937
d4,15C,46,blank,0.04270000010728836
d4,15C,16,ica,0.5662999749183655
d4,15C,16,blank,0.04149999842047691
d4,15C,16,charles,0.560699999332428
d4,15C,16,blank,0.041600000113248825
d4,15C,31,ica,0.5751000046730042
d4,15C,31,blank,0.040699999779462814
d4,15C,31,charles,0.5701000094413757
d4,15C,31,blank,0.041200000792741776
d4,15C,46,ica,0.5752000212669373
d4,15C,46,blank,0.04129999876022339
d4,15C,46,charles,0.5059000253677368
d4,15C,46,blank,0.04129999876022339
d4,15C,16,ica,0.5853999853134155
d4,15C,16,blank,0.042399998754262924
d4,15C,16,charles,0.50279998779296875
d4,15C,16,blank,0.040800001472234726
d4,15C,31,ica,0.5485000014305115
d4,15C,31,blank,0.0414000004529953
d4,15C,31,charles,0.5568000078201294
d4,15C,31,blank,0.041099999099969864
d4,15C,46,ica,0.6894999742507935
d4,15C,46,blank,0.04100000113248825
d4,15C,46,charles,0.611299991607666
d4,15C,46,blank,0.04100000113248825
d4,15C,16,ica,0.5097000002861023
d4,15C,16,blank,0.0414000004529953
d4,15C,16,blank,0.041200000792741776
d4,15C,16,blank,0.041099999099969864
d4,15C,31,ica,0.6728000044822693
d4,15C,31,blank,0.041200000792741776
d4,15C,31,blank,0.041200000792741776
d4,15C,31,blank,0.04129999876022339
d4,15C,46,ica,0.6197999715805054
d4,15C,46,blank,0.040699999779462814
d4,15C,46,blank,0.0414000004529953
d4,15C,46,blank,0.04100000113248825
d4,15C,16,blank,0.040800001472234726
d4,15C,16,blank,0.041200000792741776
d4,15C,16,fucus,0.5123999714851379
d4,15C,16,blank,0.04100000113248825
d4,15C,31,blank,0.0421999990940094
d4,15C,31,blank,0.040800001472234726
d4,15C,31,fucus,0.5565000176429749
d4,15C,31,blank,0.04170000180602074
d4,15C,46,blank,0.04190000146627426
d4,15C,46,blank,0.041200000792741776
d4,15C,46,fucus,0.5800999999046326
d4,15C,46,blank,0.041099999099969864
d4,15C,16,nahant,0.546500027179718
d4,15C,16,blank,0.0414000004529953
d4,15C,16,fucus,0.5038999915122986
d4,15C,16,blank,0.04129999876022339
d4,15C,31,nahant,0.5630999803543091
d4,15C,31,blank,0.04089999943971634
d4,15C,31,fucus,0.4683000147342682
d4,15C,31,blank,0.041099999099969864
d4,15C,46,nahant,0.6534000039100647
d4,15C,46,blank,0.04170000180602074
d4,15C,46,fucus,0.5972999930381775
d4,15C,46,blank,0.04100000113248825
